;ncbi_gene_ID;HGNC;name;summary;ensembl_gene_id;refseq_accession;uniprot_ids;omim_id;orphanet;mane_select;gene_ID
104;7122;CLDN5;claudin 5;This gene encodes a member of the claudin family. Claudins are integral membrane proteins and components of tight junction strands. Tight junction strands serve as a physical barrier to prevent solutes and water from passing freely through the paracellular space between epithelial or endothelial cell sheets. Mutations in this gene have been found in patients with velocardiofacial syndrome. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, May 2018];ENSG00000184113;NM_003277;O00501;602101;;ENST00000618236.2|NM_001363066.2;gene_ID_104
105;8218;CLTCL1;clathrin heavy chain like 1;This gene is a member of the clathrin heavy chain family and encodes a major protein of the polyhedral coat of coated pits and vesicles. Chromosomal aberrations involving this gene are associated with meningioma, DiGeorge syndrome, and velo-cardio-facial syndrome. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jun 2009];ENSG00000070371;NM_007098;P53675;601273;457570.0;ENST00000427926.6|NM_007098.4;gene_ID_105
106;1312;COMT;catechol-O-methyltransferase;Catechol-O-methyltransferase catalyzes the transfer of a methyl group from S-adenosylmethionine to catecholamines, including the neurotransmitters dopamine, epinephrine, and norepinephrine. This O-methylation results in one of the major degradative pathways of the catecholamine transmitters. In addition to its role in the metabolism of endogenous substances, COMT is important in the metabolism of catechol drugs used in the treatment of hypertension, asthma, and Parkinson disease. COMT is found in two forms in tissues, a soluble form (S-COMT) and a membrane-bound form (MB-COMT). The differences between S-COMT and MB-COMT reside within the N-termini. Several transcript variants are formed through the use of alternative translation initiation sites and promoters. [provided by RefSeq, Sep 2008];ENSG00000093010;NM_000754;P21964;116790;241992.0;ENST00000361682.11|NM_000754.4;gene_ID_106
107;1438;CSF2RA;colony stimulating factor 2 receptor subunit alpha;The protein encoded by this gene is the alpha subunit of the heterodimeric receptor for colony stimulating factor 2, a cytokine which controls the production, differentiation, and function of granulocytes and macrophages. The encoded protein is a member of the cytokine family of receptors. This gene is found in the pseudoautosomal region (PAR) of the X and Y chromosomes. Multiple transcript variants encoding different isoforms have been found for this gene, with some of the isoforms being membrane-bound and others being soluble. [provided by RefSeq, Jul 2008];ENSG00000198223;NM_001161529;P15509;306250|425000;209477.0;ENST00000381529.9|NM_172245.4;gene_ID_107
108;25786;DGCR11;DiGeorge syndrome critical region gene 11;0;ENSG00000273311;NR_024157;;;;;gene_ID_108
109;9993;DGCR2;DiGeorge syndrome critical region gene 2;Deletions of the 22q11.2 have been associated with a wide range of developmental defects (notably DiGeorge syndrome, velocardiofacial syndrome, conotruncal anomaly face syndrome and isolated conotruncal cardiac defects) classified under the acronym CATCH 22. The DGCR2 gene encodes a novel putative adhesion receptor protein, which could play a role in neural crest cells migration, a process which has been proposed to be altered in DiGeorge syndrome. Alternative splicing results in multiple transcript variants.[provided by RefSeq, May 2010];ENSG00000070413;NM_005137;P98153;600594;;ENST00000263196.12|NM_005137.3;gene_ID_109
110;54487;DGCR8;DGCR8 microprocessor complex subunit;This gene encodes a subunit of the microprocessor complex which mediates the biogenesis of microRNAs from the primary microRNA transcript. The encoded protein is a double-stranded RNA binding protein that functions as the non-catalytic subunit of the microprocessor complex. This protein is required for binding the double-stranded RNA substrate and facilitates cleavage of the RNA by the ribonuclease III protein, Drosha. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Jun 2010];ENSG00000128191;NM_001190326;Q8WYQ5;609030;;ENST00000351989.8|NM_022720.7;gene_ID_110
111;317749;DHRS4L2;dehydrogenase/reductase 4 like 2;This gene encodes a member of the short chain dehydrogenase reductase family. The encoded protein may be an NADPH dependent retinol oxidoreductase. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Aug 2010];ENSG00000187630;NM_001193635;Q6PKH6;615196;;ENST00000335125.11|NM_198083.4;gene_ID_111
112;207063;DHRSX;dehydrogenase/reductase X-linked;Enables dolichal reductase [NAD(P)+] activity and polyprenol dehydrogenase activity. Involved in dolichol biosynthetic process and positive regulation of autophagy. Located in extracellular region. Is active in lipid droplet. [provided by Alliance of Genome Resources, Apr 2025];ENSG00000169084;NM_145177;Q8N5I4;301034;;ENST00000334651.11|NM_145177.3;gene_ID_112
113;8220;ESS2;ess-2 spliceosome associated protein;This gene is located within the minimal DGS critical region (MDGCR) thought to contain the gene(s) responsible for a group of developmental disorders. These disorders include DiGeorge syndrome, velocardiofacial syndrome, conotruncal anomaly face syndrome, and some familial or sporadic conotruncal cardiac defects which have been associated with microdeletion of 22q11.2. The encoded protein may be a component of C complex spliceosomes, and the orthologous protein in the mouse localizes to the nucleus. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Dec 2015];ENSG00000100056;NM_022719;Q96DF8;601755;;ENST00000252137.11|NM_022719.3;gene_ID_113
114;348487;FAM131C;family with sequence similarity 131 member C;0;ENSG00000185519;NM_182623;Q96AQ9;;;ENST00000375662.5|NM_182623.3;gene_ID_114
115;101927859;FAM230G;family with sequence similarity 230 member G;0;ENSG00000188280;NR_136572;;;;;gene_ID_115
116;101930105;FAM239A;family with sequence similarity 239 member A;0;ENSG00000234449;NR_146580;;;;;gene_ID_116
117;729162;FAM239B;family with sequence similarity 239 member B;0;ENSG00000205663;NR_146578;;;;;gene_ID_117
118;107987330;FAM239C;family with sequence similarity 239 member C;0;ENSG00000205662;XR_001755780;;;;;gene_ID_118
119;100132923;FAM66D;family with sequence similarity 66 member D;0;ENSG00000255052;NR_027425;;;;;gene_ID_119
120;619423;FAM85A;family with sequence similarity 85 member A;0;;NR_146925;;;;;gene_ID_120
121;2358;FPR2;formyl peptide receptor 2;"Enables amyloid-beta binding activity; scavenger receptor binding activity; and signaling receptor activity. Involved in several processes, including cellular response to amyloid-beta; positive regulation of ERK1 and ERK2 cascade; and regulation of defense response. Located in cytoplasm and plasma membrane. [provided by Alliance of Genome Resources, Jul 2025]";ENSG00000171049;NM_001005738;P25090;136538;;ENST00000340023.7|NM_001005738.2;gene_ID_121
122;2359;FPR3;formyl peptide receptor 3;"Predicted to enable N-formyl peptide receptor activity and complement receptor activity. Predicted to be involved in several processes, including complement receptor mediated signaling pathway; phospholipase C-activating G protein-coupled receptor signaling pathway; and positive regulation of cytosolic calcium ion concentration. Predicted to act upstream of or within G protein-coupled receptor signaling pathway. Predicted to be located in membrane. Predicted to be active in plasma membrane. [provided by Alliance of Genome Resources, Jul 2025]";ENSG00000187474;NM_002030;P25089;136539;;ENST00000339223.5|NM_002030.5;gene_ID_122
123;54584;GNB1L;G protein subunit beta 1 like;This gene encodes a G-protein beta-subunit-like polypeptide which is a member of the WD repeat protein family. WD repeats are minimally conserved regions of approximately 40 amino acids typically bracketed by gly-his and trp-asp (GH-WD), which may facilitate formation of heterotrimeric or multiprotein complexes. Members of this family are involved in a variety of cellular processes, including cell cycle progression, signal transduction, apoptosis, and gene regulation. This protein contains 6 WD repeats and is highly expressed in the heart. The gene maps to the region on chromosome 22q11, which is deleted in DiGeorge syndrome, trisomic in derivative 22 syndrome and tetrasomic in cat-eye syndrome. Therefore, this gene may contribute to the etiology of those disorders. Transcripts from this gene share exons with some transcripts from the C22orf29 gene. [provided by RefSeq, Jul 2008];ENSG00000185838;NM_053004;Q9BYB4;610778;;ENST00000329517.11|NM_053004.3;gene_ID_123
124;440295;GOLGA6L9;golgin A6 family like 9;0;ENSG00000197978;NM_198181;A6NEM1;;;ENST00000618348.2|NM_198181.4;gene_ID_124
125;2812;GP1BB;glycoprotein Ib platelet subunit beta;"Platelet glycoprotein Ib (GPIb) is a heterodimeric transmembrane protein consisting of a disulfide-linked 140 kD alpha chain and 22 kD beta chain. It is part of the GPIb-V-IX system that constitutes the receptor for von Willebrand factor (VWF), and mediates platelet adhesion in the arterial circulation. GPIb alpha chain provides the VWF binding site, and GPIb beta contributes to surface expression of the receptor and participates in transmembrane signaling through phosphorylation of its intracellular domain. Mutations in the GPIb beta subunit have been associated with Bernard-Soulier syndrome, velocardiofacial syndrome and giant platelet disorder. The 206 amino acid precursor of GPIb beta is synthesized from a 1.0 kb mRNA expressed in plateletes and megakaryocytes. A 411 amino acid protein arising from a longer, unspliced transcript in endothelial cells has been described; however, the authenticity of this product has been questioned. Yet another less abundant GPIb beta mRNA species of 3.5 kb, expressed in nonhematopoietic tissues such as endothelium, brain and heart, was shown to result from inefficient usage of a non-consensus polyA signal in the neighboring upstream gene (SEPT5, septin 5). In the absence of polyadenylation from its own imperfect site, the SEPT5 gene produces read-through transcripts that use the consensus polyA signal of this gene. [provided by RefSeq, Dec 2010]";ENSG00000203618;NM_000407;P13224;138720;122241.0;ENST00000366425.4|NM_000407.5;gene_ID_125
126;4935;GPR143;G protein-coupled receptor 143;This gene encodes a protein that binds to heterotrimeric G proteins and is targeted to melanosomes in pigment cells. This protein is thought to be involved in intracellular signal transduction mechanisms. Mutations in this gene cause ocular albinism type 1, also referred to as Nettleship-Falls type ocular albinism, a severe visual disorder. A related pseudogene has been identified on chromosome Y. [provided by RefSeq, Dec 2009];ENSG00000101850;NM_000273;P51810;300808;122263.0;ENST00000467482.6|NM_000273.3;gene_ID_126
127;9721;GPRIN2;G protein regulated inducer of neurite outgrowth 2;Predicted to be involved in neuron projection development. Predicted to be active in plasma membrane. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000204175;NM_014696;O60269;611240;;ENST00000374314.6|NM_001385282.1;gene_ID_127
128;8225;GTPBP6;GTP binding protein 6;This gene encodes a GTP binding protein and is located in the pseudoautosomal region (PAR) at the end of the short arms of the X and Y chromosomes. [provided by RefSeq, Nov 2011];ENSG00000178605;NM_012227;O43824;300124;;ENST00000326153.10|NM_012227.4;gene_ID_128
129;3107;HLA-C;major histocompatibility complex, class I, C;HLA-C belongs to the HLA class I heavy chain paralogues. This class I molecule is a heterodimer consisting of a heavy chain and a light chain (beta-2 microglobulin). The heavy chain is anchored in the membrane. Class I molecules play a central role in the immune system by presenting peptides derived from endoplasmic reticulum lumen. They are expressed in nearly all cells. The heavy chain is approximately 45 kDa and its gene contains 8 exons. Exon one encodes the leader peptide, exons 2 and 3 encode the alpha1 and alpha2 domain, which both bind the peptide, exon 4 encodes the alpha3 domain, exon 5 encodes the transmembrane region, and exons 6 and 7 encode the cytoplasmic tail. Polymorphisms within exon 2 and exon 3 are responsible for the peptide binding specificity of each class one molecule. Typing for these polymorphisms is routinely done for bone marrow and kidney transplantation. About 6000 HLA-C alleles have been described. The HLA system plays an important role in the occurrence and outcome of infectious diseases, including those caused by the malaria parasite, the human immunodeficiency virus (HIV), and the severe acute respiratory syndrome coronavirus (SARS-CoV). The structural spike and the nucleocapsid proteins of the novel coronavirus SARS-CoV-2, which causes coronavirus disease 2019 (COVID-19), are reported to contain multiple Class I epitopes with predicted HLA restrictions. Individual HLA genetic variation may help explain different immune responses to a virus across a population.[provided by RefSeq, Aug 2020];ENSG00000204525;NM_002117;P10321;142840;413847.0;ENST00000376228.10|NM_002117.6;gene_ID_129
130;343069;HNRNPCL1;heterogeneous nuclear ribonucleoprotein C like 1;Enables identical protein binding activity. Predicted to be part of ribonucleoprotein complex. Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000179172;NM_001013631;O60812;;;ENST00000317869.7|NM_001013631.3;gene_ID_130
131;440563;HNRNPCL2;heterogeneous nuclear ribonucleoprotein C like 2;Enables identical protein binding activity. Predicted to be part of ribonucleoprotein complex. Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000275774;NM_001136561;B2RXH8;;;ENST00000621994.3|NM_001136561.3;gene_ID_131
132;649330;HNRNPCL3;heterogeneous nuclear ribonucleoprotein C like 3;Predicted to enable RNA binding activity. Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000277058;NM_001382358;B7ZW38;;;ENST00000617807.3|NM_001382358.1;gene_ID_132
133;28933;IGKV1-33;immunoglobulin kappa variable 1-33;Enables identical protein binding activity. Predicted to be involved in immune response. Located in blood microparticle. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000242076;NG_000834;P01594;;;;gene_ID_133
134;28930;IGKV1-39;immunoglobulin kappa variable 1-39;Predicted to enable antigen binding activity. Predicted to be involved in immune response. Located in blood microparticle and extracellular exosome. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000242371;NG_000834;P01597;;;;gene_ID_134
135;28919;IGKV2-30;immunoglobulin kappa variable 2-30;Predicted to enable antigen binding activity. Predicted to be involved in immune response. Located in blood microparticle and extracellular exosome. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000243238;NG_000834;P06310;;;;gene_ID_135
136;28916;IGKV2-40;immunoglobulin kappa variable 2-40;Predicted to be involved in immune response. Predicted to be located in extracellular region and plasma membrane. Predicted to be part of immunoglobulin complex. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000273962;NG_000834;A0A087WW87;;;;gene_ID_136
137;3563;IL3RA;interleukin 3 receptor subunit alpha;The protein encoded by this gene is an interleukin 3 specific subunit of a heterodimeric cytokine receptor. The receptor is comprised of a ligand specific alpha subunit and a signal transducing beta subunit shared by the receptors for interleukin 3 (IL3), colony stimulating factor 2 (CSF2/GM-CSF), and interleukin 5 (IL5). The binding of this protein to IL3 depends on the beta subunit. The beta subunit is activated by the ligand binding, and is required for the biological activities of IL3. This gene and the gene encoding the colony stimulating factor 2 receptor alpha chain (CSF2RA) form a cytokine receptor gene cluster in a X-Y pseudoautosomal region on chromosomes X or Y. Alternatively spliced transcript variants encoding distinct isoforms have been found. [provided by RefSeq, Jun 2012];ENSG00000185291;NM_001267713;P26951;308385|430000;;ENST00000331035.10|NM_002183.4;gene_ID_137
138;84861;KLHL22;kelch like family member 22;"Enables 14-3-3 protein binding activity and ubiquitin-like ligase-substrate adaptor activity. Involved in several processes, including cellular response to L-leucine; mitotic spindle assembly checkpoint signaling; and negative regulation of metabolic process. Located in several cellular components, including intercellular bridge; lysosome; and microtubule cytoskeleton. Part of Cul3-RING ubiquitin ligase complex. [provided by Alliance of Genome Resources, Jul 2025]";ENSG00000099910;NM_032775;Q53GT1;618020;;ENST00000328879.9|NM_032775.4;gene_ID_138
139;3821;KLRC1;killer cell lectin like receptor C1;Natural killer (NK) cells are lymphocytes that can mediate lysis of certain tumor cells and virus-infected cells without previous activation. They can also regulate specific humoral and cell-mediated immunity. The protein encoded by this gene belongs to the killer cell lectin-like receptor family, also called NKG2 family, which is a group of transmembrane proteins preferentially expressed in NK cells. This family of proteins is characterized by the type II membrane orientation and the presence of a C-type lectin domain. This protein forms a complex with another family member, KLRD1/CD94, and has been implicated in the recognition of the MHC class I HLA-E molecules in NK cells. The genes of NKG2 family members form a killer cell lectin-like receptor gene cluster on chromosome 12. Multiple alternatively spliced transcript variants encoding distinct isoforms have been observed. [provided by RefSeq, Jan 2015];ENSG00000134545;NM_002259;P26715;161555;;ENST00000359151.8|NM_002259.5;gene_ID_139
140;81851;KRTAP1-1;keratin associated protein 1-1;This protein is a member of the keratin-associated protein (KAP) family. The KAP proteins form a matrix of keratin intermediate filaments which contribute to the structure of hair fibers. KAP family members appear to have unique, family-specific amino- and carboxyl-terminal regions and are subdivided into three multi-gene families according to amino acid composition: the high sulfur, the ultrahigh sulfur, and the high tyrosine/glycine KAPs. This protein is a member of the high sulfur KAP family and the gene is localized to a cluster of KAPs at 17q12-q21. [provided by RefSeq, Jul 2008];ENSG00000188581;NM_030967;Q07627;608819;;ENST00000306271.5|NM_030967.3;gene_ID_140
141;81872;KRTAP2-1;keratin associated protein 2-1;Predicted to be located in cytosol. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000212725;NM_001123387;Q9BYU5;;;ENST00000391419.3|NM_001123387.1;gene_ID_141
142;728279;KRTAP2-2;keratin associated protein 2-2;Predicted to be located in cytosol. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000214518;NM_033032;Q9BYT5;;;ENST00000398477.1|NM_033032.3;gene_ID_142
143;730755;KRTAP2-3;keratin associated protein 2-3;Predicted to be located in cytosol. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000212724;NM_001165252;P0C7H8;;;ENST00000391418.3|NM_001165252.2;gene_ID_143
144;85294;KRTAP2-4;keratin associated protein 2-4;This protein is a member of the keratin-associated protein (KAP) family. The KAP proteins form a matrix of keratin intermediate filaments which contribute to the structure of hair fibers. KAP family members appear to have unique, family-specific amino- and carboxyl-terminal regions and are subdivided into three multi-gene families according to amino acid composition: the high sulfur, the ultrahigh sulfur, and the high tyrosine/glycine KAPs. This protein is a member of the high sulfur KAP family and the gene is localized to a cluster of KAPs at 17q12-q21. [provided by RefSeq, Jul 2008];ENSG00000213417;NM_033184;Q9BYR9;;;ENST00000394015.3|NM_033184.4;gene_ID_144
145;85285;KRTAP4-1;keratin associated protein 4-1;This protein is a member of the keratin-associated protein (KAP) family. The KAP proteins form a matrix of keratin intermediate filaments which contribute to the structure of hair fibers. KAP family members appear to have unique, family-specific amino- and carboxyl-terminal regions and are subdivided into three multi-gene families according to amino acid composition: the high sulfur, the ultrahigh sulfur, and the high tyrosine/glycine KAPs. This protein is a member of the ultrahigh sulfur KAP family and the gene is localized to a cluster of KAPs at 17q12-q21. [provided by RefSeq, Jul 2008];ENSG00000198443;NM_033060;Q9BYQ7;;;ENST00000398472.2|NM_001386841.1;gene_ID_145
146;653240;KRTAP4-11;keratin associated protein 4-11;This protein is a member of the keratin-associated protein (KAP) family. The KAP proteins form a matrix of keratin intermediate filaments which contribute to the structure of hair fibers. KAP family members appear to have unique, family-specific amino- and carboxyl-terminal regions and are subdivided into three multi-gene families according to amino acid composition: the high sulfur, the ultrahigh sulfur, and the high tyrosine/glycine KAPs. This protein is a member of the ultrahigh sulfur KAP family and the gene is localized to a cluster of KAPs at 17q12-q21. [provided by RefSeq, Mar 2009];ENSG00000212721;NM_033059;Q9BYQ6;;;ENST00000391413.4|NM_033059.4;gene_ID_146
147;83755;KRTAP4-12;keratin associated protein 4-12;This protein is a member of the keratin-associated protein (KAP) family. The KAP proteins form a matrix of keratin intermediate filaments which contribute to the structure of hair fibers. KAP family members appear to have unique, family-specific amino- and carboxyl-terminal regions and are subdivided into three multi-gene families according to amino acid composition: the high sulfur, the ultrahigh sulfur, and the high tyrosine/glycine KAPs. This protein is a member of the ultrahigh sulfur KAP family and the gene is localized to a cluster of KAPs at 17q12-q21. [provided by RefSeq, Jul 2008];ENSG00000213416;NM_031854;Q9BQ66;;;ENST00000394014.2|NM_031854.3;gene_ID_147
148;85354;KRTAP4-16;keratin associated protein 4-16;Predicted to be located in cytosol and keratin filament. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000241241;NM_001396067;G5E9R7;;;ENST00000440582.1|NM_001396067.1;gene_ID_148
149;85291;KRTAP4-2;keratin associated protein 4-2;This protein is a member of the keratin-associated protein (KAP) family. The KAP proteins form a matrix of keratin intermediate filaments which contribute to the structure of hair fibers. KAP family members appear to have unique, family-specific amino- and carboxyl-terminal regions and are subdivided into three multi-gene families according to amino acid composition: the high sulfur, the ultrahigh sulfur, and the high tyrosine/glycine KAPs. This protein is a member of the ultrahigh sulfur KAP family and the gene is localized to a cluster of KAPs at 17q12-q21. [provided by RefSeq, Jul 2008];ENSG00000244537;NM_033062;Q9BYR5;;;ENST00000377726.3|NM_033062.4;gene_ID_149
150;85290;KRTAP4-3;keratin associated protein 4-3;Involved in hair cycle. Predicted to be located in cytosol. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000196156;NM_033187;Q9BYR4;;;ENST00000391356.4|NM_033187.2;gene_ID_150
151;84616;KRTAP4-4;keratin associated protein 4-4;This protein is a member of the keratin-associated protein (KAP) family. The KAP proteins form a matrix of keratin intermediate filaments which contribute to the structure of hair fibers. KAP family members appear to have unique, family-specific amino- and carboxyl-terminal regions and are subdivided into three multi-gene families according to amino acid composition: the high sulfur, the ultrahigh sulfur, and the high tyrosine/glycine KAPs. This protein is a member of the ultrahigh sulfur KAP family and the gene is localized to a cluster of KAPs at 17q12-q21. [provided by RefSeq, Jul 2008];ENSG00000171396;NM_032524;Q9BYR3;;;ENST00000390661.5|NM_032524.2;gene_ID_151
152;85289;KRTAP4-5;keratin associated protein 4-5;This protein is a member of the keratin-associated protein (KAP) family. The KAP proteins form a matrix of keratin intermediate filaments which contribute to the structure of hair fibers. KAP family members appear to have unique, family-specific amino- and carboxyl-terminal regions and are subdivided into three multi-gene families according to amino acid composition: the high sulfur, the ultrahigh sulfur, and the high tyrosine/glycine KAPs. This protein is a member of the ultrahigh sulfur KAP family and the gene is localized to a cluster of KAPs at 17q12-q21. [provided by RefSeq, Jul 2008];ENSG00000198271;NM_033188;Q9BYR2;;;ENST00000343246.6|NM_033188.4;gene_ID_152
153;81871;KRTAP4-6;keratin associated protein 4-6;Predicted to be located in cytosol. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000198090;NM_030976;Q9BYQ5;;;ENST00000345847.5|NM_030976.2;gene_ID_153
154;100132476;KRTAP4-7;keratin associated protein 4-7;This protein is a member of the keratin-associated protein (KAP) family. The KAP proteins form a matrix of keratin intermediate filaments which contribute to the structure of hair fibers. KAP family members appear to have unique, family-specific amino- and carboxyl-terminal regions and are subdivided into three multi-gene families according to amino acid composition: the high sulfur, the ultrahigh sulfur, and the high tyrosine/glycine KAPs. This protein is a member of the ultrahigh sulfur KAP family and the gene is localized to a cluster of KAPs at 17q12-q21. [provided by RefSeq, Mar 2009];ENSG00000240871;NM_033061;Q9BYR0;;;ENST00000391417.6|NM_033061.4;gene_ID_154
155;728224;KRTAP4-8;keratin associated protein 4-8;Involved in hair cycle. Predicted to be located in cytosol. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000204880;NM_031960;Q9BYQ9;;;ENST00000333822.5|NM_031960.3;gene_ID_155
156;100132386;KRTAP4-9;keratin associated protein 4-9;Involved in hair cycle. Predicted to be located in cytosol. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000212722;NM_001146041;Q9BYQ8;;;ENST00000391415.2|NM_001146041.1;gene_ID_156
157;728318;KRTAP9-1;keratin associated protein 9-1;Predicted to be located in cytosol. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000240542;NM_001190460;A8MXZ3;;;ENST00000398470.1|NM_001190460.1;gene_ID_157
158;83899;KRTAP9-2;keratin associated protein 9-2;This protein is a member of the keratin-associated protein (KAP) family. The KAP proteins form a matrix of keratin intermediate filaments which contribute to the structure of hair fibers. KAP family members appear to have unique, family-specific amino- and carboxyl-terminal regions and are subdivided into three multi-gene families according to amino acid composition: the high sulfur, the ultrahigh sulfur, and the high tyrosine/glycine KAPs. This protein is a member of the ultrahigh sulfur KAP family and the gene is localized to a cluster of KAPs at 17q12-q21. [provided by RefSeq, Jul 2008];ENSG00000239886;NM_031961;Q9BYQ4;;;ENST00000377721.3|NM_031961.3;gene_ID_158
159;83900;KRTAP9-3;keratin associated protein 9-3;This protein is a member of the keratin-associated protein (KAP) family. The KAP proteins form a matrix of keratin intermediate filaments which contribute to the structure of hair fibers. KAP family members appear to have unique, family-specific amino- and carboxyl-terminal regions and are subdivided into three multi-gene families according to amino acid composition: the high sulfur, the ultrahigh sulfur, and the high tyrosine/glycine KAPs. This protein is a member of the ultrahigh sulfur KAP family and the gene is localized to a cluster of KAPs at 17q12-q21. [provided by RefSeq, Jul 2008];ENSG00000204873;NM_031962;Q9BYQ3;;;ENST00000411528.4|NM_031962.3;gene_ID_159
160;85280;KRTAP9-4;keratin associated protein 9-4;This protein is a member of the keratin-associated protein (KAP) family. The KAP proteins form a matrix of keratin intermediate filaments which contribute to the structure of hair fibers. KAP family members appear to have unique, family-specific amino- and carboxyl-terminal regions and are subdivided into three multi-gene families according to amino acid composition: the high sulfur, the ultrahigh sulfur, and the high tyrosine/glycine KAPs. This protein is a member of the ultrahigh sulfur KAP family and the gene is localized to a cluster of KAPs at 17q12-q21. [provided by RefSeq, Jul 2008];ENSG00000241595;NM_033191;Q9BYQ2;;;ENST00000334109.3|NM_033191.3;gene_ID_160
161;100507608;KRTAP9-6;keratin associated protein 9-6;Predicted to be located in cytosol. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000212659;NM_001277331;A8MVA2;;;ENST00000391355.2|NM_001277331.1;gene_ID_161
162;100505724;KRTAP9-7;keratin associated protein 9-7;Predicted to be located in cytosol. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000180386;NM_001277332;A8MTY7;;;ENST00000391354.2|NM_001277332.1;gene_ID_162
163;83901;KRTAP9-8;keratin associated protein 9-8;This protein is a member of the keratin-associated protein (KAP) family. The KAP proteins form a matrix of keratin intermediate filaments which contribute to the structure of hair fibers. KAP family members appear to have unique, family-specific amino- and carboxyl-terminal regions and are subdivided into three multi-gene families according to amino acid composition: the high sulfur, the ultrahigh sulfur, and the high tyrosine/glycine KAPs. This protein is a member of the ultrahigh sulfur KAP family and the gene is localized to a cluster of KAPs at 17q12-q21. [provided by RefSeq, Jul 2008];ENSG00000187272;NM_031963;Q9BYQ0;;;ENST00000254072.7|NM_031963.3;gene_ID_163
164;81870;KRTAP9-9;keratin associated protein 9-9;This protein is a member of the keratin-associated protein (KAP) family. The KAP proteins form a matrix of keratin intermediate filaments which contribute to the structure of hair fibers. KAP family members appear to have unique, family-specific amino- and carboxyl-terminal regions and are subdivided into three multi-gene families according to amino acid composition: the high sulfur, the ultrahigh sulfur, and the high tyrosine/glycine KAPs. This protein is a member of the ultrahigh sulfur KAP family and the gene is localized to a cluster of KAPs at 17q12-q21. Alternative haplotypes of this gene are represented in the GRCh38 reference genome assembly. [provided by RefSeq, Dec 2015];ENSG00000198083;NM_030975;Q9BYP9;;;ENST00000394008.1|NM_030975.2;gene_ID_164
165;100359394;LINC00102;long intergenic non-protein coding RNA 102;0;ENSG00000230542;NR_037842;;;;;gene_ID_165
166;751580;LINC00106;long intergenic non-protein coding RNA 106;0;ENSG00000236871;NR_130733;;;;;gene_ID_166
167;283981;LINC00685;long intergenic non-protein coding RNA 685;0;ENSG00000226179;NR_027231;;;;;gene_ID_167
168;150185;LINC00895;long intergenic non-protein coding RNA 895;0;ENSG00000281548;NR_024381;;;;;gene_ID_168
169;150197;LINC00896;long intergenic non-protein coding RNA 896;0;ENSG00000236499;NR_026919;;;;;gene_ID_169
170;100129464;LINC01546;long intergenic non-protein coding RNA 1546;0;ENSG00000228459;NR_038428;A6NGU7;301143;;;gene_ID_170
171;105376745;LINC01784;long intergenic non-protein coding RNA 1784;0;ENSG00000228338;NR_146629;;;;;gene_ID_171
172;105375015;LINC02571;long intergenic non-protein coding RNA 2571;0;ENSG00000256166;NR_149115;;;;;gene_ID_172
173;284865;LINC02891;long intergenic non-protein coding RNA 2891;0;ENSG00000249923;NR_038460;;;;;gene_ID_173
174;105373105;LINC02968;long intergenic non-protein coding RNA 2968;0;ENSG00000223511;XR_001755765;;;;;gene_ID_174
175;9884;LRRC37A;leucine rich repeat containing 37A;Predicted to be located in membrane. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000176681;NM_014834;A6NMS7;616555;;ENST00000320254.5|NM_014834.4;gene_ID_175
176;51586;MED15;mediator complex subunit 15;The protein encoded by this gene is a subunit of the multiprotein complexes PC2 and ARC/DRIP and may function as a transcriptional coactivator in RNA polymerase II transcription. This gene contains stretches of trinucleotide repeats and is located in the chromosome 22 region which is deleted in DiGeorge syndrome. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jun 2014];ENSG00000099917;NM_015889;Q96RN5;607372;;ENST00000263205.11|NM_001003891.3;gene_ID_176
